POP,-63,-8,3
POP,-62,-8,3
POP,-61,-8,3
POP,-60,-8,3
POP,-59,-8,3
POP,-58,-8,3
POP,-57,-8,3
POP,-56,-8,3
POP,-55,-8,3
POP,-54,-8,3
POP,-53,-8,3
POP,-52,-8,3
POP,-51,-8,3
POP,-50,-8,3
POP,-49,-8,3
POP,-48,-8,3
POP,-47,-8,3
POP,-46,-8,3
POP,-45,-8,3
POP,-44,-8,3
POP,-43,-8,3
POP,-42,-8,3
POP,-41,-8,3
POP,-40,-8,3
POP,-39,-8,3
POP,-38,-8,3
POP,-37,-8,3
POP,-36,-8,3
POP,-35,-8,3
POP,-34,-8,3
POP,-33,-8,3
POP,-32,-8,3
POP,-31,-8,3
POP,-30,-8,3
POP,-29,-8,3
POP,-28,-8,3
POP,-27,-8,3
POP,-26,-8,3
POP,-25,-8,3
POP,-24,-8,3
POP,-23,-8,3
POP,-22,-8,3
POP,-21,-8,3
POP,-20,-8,3
POP,-19,-8,3
POP,-18,-8,3
POP,-17,-8,3
POP,-16,-8,3
POP,-15,-8,3
POP,-14,-8,3
POP,-13,-8,3
POP,-12,-8,3
POP,-11,-8,3
POP,-10,-8,3
POP,-9,-8,3
POP,-8,-8,3
POP,-7,-8,3
POP,-6,-8,3
POP,-5,-8,3
POP,-4,-8,3
POP,-3,-8,3
POP,-2,-8,3
POP,-1,-8,3
POP,0,-8,3
POP,1,-8,3
POP,2,-8,3
POP,3,-8,3
POP,4,-8,3
POP,5,-8,3
POP,6,-8,3
POP,7,-8,3
POP,8,-8,3
POP,9,-8,3
POP,10,-8,3
POP,11,-8,3
POP,12,-8,3
POP,13,-8,3
POP,14,-8,3
POP,15,-8,3
POP,16,-8,3
POP,17,-8,3
POP,18,-8,3
POP,19,-8,3
POP,50,-8,3
POP,21,-8,3
POP,22,-8,3
POP,23,-8,3
POP,24,-8,3
POP,25,-8,3
POP,26,-8,3
POP,27,-8,3
POP,28,-8,3
POP,29,-8,3
POP,30,-8,3
POP,31,-8,3
POP,32,-8,3
POP,33,-8,3
POP,34,-8,3
POP,35,-8,3
POP,36,-8,3
POP,37,-8,3
POP,38,-8,3
POP,39,-8,3
POP,40,-8,3
POP,41,-8,3
POP,42,-8,3
POP,43,-8,3
POP,44,-8,3
POP,45,-8,3
POP,46,-8,3
POP,47,-8,3
POP,48,-8,3
POP,49,-8,3
POP,50,-8,3
POP,51,-8,3
POP,52,-8,3
POP,53,-8,3
POP,54,-8,3
POP,55,-8,3
POP,56,-8,3
POP,57,-8,3
POP,58,-8,3
POP,59,-8,3
POP,60,-8,3
POP,61,-8,3
POP,62,-8,3
POP,63,-8,3
POP,-63,7,3
POP,-62,7,3
POP,-61,7,3
POP,-60,7,3
POP,-59,7,3
POP,-58,7,3
POP,-57,7,3
POP,-56,7,3
POP,-55,7,3
POP,-54,7,3
POP,-53,7,3
POP,-52,7,3
POP,-51,7,3
POP,-50,7,3
POP,-49,7,3
POP,-48,7,3
POP,-47,7,3
POP,-46,7,3
POP,-45,7,3
POP,-44,7,3
POP,-43,7,3
POP,-42,7,3
POP,-41,7,3
POP,-40,7,3
POP,-39,7,3
POP,-38,7,3
POP,-37,7,3
POP,-36,7,3
POP,-35,7,3
POP,-34,7,3
POP,-33,7,3
POP,-32,7,3
POP,-31,7,3
POP,-30,7,3
POP,-29,7,3
POP,-28,7,3
POP,-27,7,3
POP,-26,7,3
POP,-25,7,3
POP,-24,7,3
POP,-23,7,3
POP,-22,7,3
POP,-21,7,3
POP,-20,7,3
POP,-19,7,3
POP,-18,7,3
POP,-17,7,3
POP,-16,7,3
POP,-15,7,3
POP,-14,7,3
POP,-13,7,3
POP,-12,7,3
POP,-11,7,3
POP,-10,7,3
POP,-9,7,3
POP,-8,7,3
POP,-7,7,3
POP,-6,7,3
POP,-5,7,3
POP,-4,7,3
POP,-3,7,3
POP,-2,7,3
POP,-1,7,3
POP,0,7,3
POP,1,7,3
POP,2,7,3
POP,3,7,3
POP,4,7,3
POP,5,7,3
POP,6,7,3
POP,7,7,3
POP,8,7,3
POP,9,7,3
POP,10,7,3
POP,11,7,3
POP,12,7,3
POP,13,7,3
POP,14,7,3
POP,15,7,3
POP,16,7,3
POP,17,7,3
POP,18,7,3
POP,19,7,3
POP,50,7,3
POP,21,7,3
POP,22,7,3
POP,23,7,3
POP,24,7,3
POP,25,7,3
POP,26,7,3
POP,27,7,3
POP,28,7,3
POP,29,7,3
POP,30,7,3
POP,31,7,3
POP,32,7,3
POP,33,7,3
POP,34,7,3
POP,35,7,3
POP,36,7,3
POP,37,7,3
POP,38,7,3
POP,39,7,3
POP,40,7,3
