POP,-16,0,600
POP,-14,0,600
POP,-12,0,600
POP,-10,0,600
POP,-8,0,600
POP,-6,0,600
POP,-4,0,600
POP,-2,0,600
POP,16,0,600
POP,14,0,600
POP,12,0,600
POP,10,0,600
POP,8,0,600
POP,6,0,600

POP,-16,0,700
POP,-14,0,700
POP,-12,0,700
POP,-10,0,700
POP,-8,0,700
POP,-6,0,700
POP,16,0,700
POP,14,0,700
POP,12,0,700
POP,10,0,700
POP,8,0,700
POP,6,0,700
POP,4,0,700
POP,2,0,700

POP,-16,0,800
POP,-14,0,800
POP,-12,0,800
POP,-10,0,800
POP,-8,0,800
POP,-6,0,800
POP,-4,0,800
POP,-2,0,800
POP,16,0,800
POP,14,0,800
POP,6,0,800
POP,4,0,800
POP,2,0,800
POP,0,0,800
